datetime,open,high,low,close,volume
2025-01-14,94538.6,97384.0,94350.0,96559.9,9295.86022027
2025-01-15,96560.0,100687.0,96500.0,100497.0,8455.84186303
2025-01-16,100495.2,100880.0,97311.1,99990.8,8405.28538773
2025-01-17,99990.9,105847.4,99950.1,104084.4,12692.88564144
2025-01-18,104084.5,104984.0,102288.0,104551.6,7136.92787152
2025-01-19,104551.6,106448.6,99639.4,101334.0,13871.46478944
2025-01-20,101334.0,109800.0,99526.4,102264.3,29215.80272144
2025-01-21,102263.9,107285.8,100111.0,106150.1,16862.59108702
2025-01-22,106150.1,106416.3,103308.3,103704.1,7964.78761756
2025-01-23,103704.2,106863.1,101233.0,103914.8,18762.38267739
2025-01-24,103914.8,107146.3,102750.0,104866.1,7599.95235469
2025-01-25,104866.2,105300.0,104106.1,104740.3,2943.45466318
2025-01-26,104740.3,105526.6,102500.0,102604.5,3106.68873461
2025-01-27,102600.7,103272.2,97751.6,102076.1,17290.23726432
2025-01-28,102076.1,103848.0,100274.4,101349.3,8667.91377155
2025-01-29,101345.2,104795.1,101331.0,103733.3,7493.36202024
2025-01-30,103735.3,106450.3,103282.8,104727.2,7848.07802652
2025-01-31,104727.2,106000.0,101542.4,102439.9,9422.69889842
2025-02-01,102440.0,102788.0,100270.0,100633.2,4497.21756703
2025-02-02,100633.1,101461.7,96137.6,97698.9,9495.2555308
2025-02-03,97698.9,102500.0,91182.6,101337.5,29588.43086161
2025-02-04,101337.6,101743.9,96136.2,97767.9,12305.98119918
2025-02-05,97768.0,99166.6,96156.0,96616.1,7412.67824723
2025-02-06,96615.7,99132.2,95680.0,96554.7,6928.59468368
2025-02-07,96554.8,100149.8,95601.0,96504.1,10679.20826296
2025-02-08,96504.0,96888.7,95683.0,96458.1,2677.55570034
2025-02-09,96458.1,97329.0,94705.8,96475.9,4006.5884632
2025-02-10,96475.9,98358.3,95254.0,97431.7,6835.52956702
2025-02-11,97431.7,98489.7,94859.5,95779.9,6175.36805831
2025-02-12,95779.9,98136.1,94021.3,97870.1,8228.93454385
2025-02-13,97870.1,98091.4,95209.4,96617.0,6142.26062577
2025-02-14,96617.0,98843.9,96274.5,97504.0,6279.00464778
2025-02-15,97504.1,97987.2,97222.0,97587.3,2356.30585026
2025-02-16,97587.4,97722.2,96048.4,96105.6,3198.52785613
2025-02-17,96105.6,97047.4,95188.8,95778.3,5041.81697582
2025-02-18,95778.3,96750.0,93363.3,95656.6,7403.70988429
2025-02-19,95665.1,96899.9,95000.0,96644.3,5381.59180444
2025-02-20,96644.4,98722.0,96415.2,98307.9,5571.08593579
2025-02-21,98308.0,99485.9,94858.5,96172.9,11724.24757958
2025-02-22,96172.9,96983.3,95760.4,96552.1,3579.27393107
2025-02-23,96552.1,96648.0,95250.1,96264.7,2730.98024577
2025-02-24,96264.7,96513.7,91333.8,91534.5,10796.50521914
