datetime,open,high,low,close,volume,volume_currency,buy_sell,confirm
2025-11-06 16:40:00,100946.9,101003.9,100249.0,100526.1,13.12735035,1323157.629721181,1323157.629721181,1
2025-11-06 16:45:00,100539.1,100756.6,100462.0,100492.0,2.56304342,257794.100894708,257794.100894708,1
2025-11-06 16:50:00,100476.1,101116.1,100285.1,101074.0,10.6824345,1075436.918199943,1075436.918199943,1
2025-11-06 16:55:00,101030.8,101030.8,100599.6,100790.9,4.05694146,409164.568003823,409164.568003823,1
2025-11-06 17:00:00,100869.9,101074.7,100850.9,101060.0,2.66958916,269386.562823814,269386.562823814,1
2025-11-06 17:05:00,100997.0,101120.0,100735.5,101120.0,3.07892761,310841.827220144,310841.827220144,1
2025-11-06 17:10:00,101119.9,101444.9,100886.9,100926.0,2.15814611,218575.195706458,218575.195706458,1
2025-11-06 17:15:00,100916.5,101117.2,100913.0,101021.9,0.84013381,84858.535011669,84858.535011669,1
2025-11-06 17:20:00,100988.0,101107.0,100833.3,101107.0,2.39277448,241597.21723444,241597.21723444,1
2025-11-06 17:25:00,101079.1,101435.7,101074.0,101404.0,1.2296835,124459.792313145,124459.792313145,1
2025-11-06 17:30:00,101384.9,101528.7,101194.1,101285.0,2.89996779,293989.385056706,293989.385056706,1
2025-11-06 17:35:00,101348.6,101501.3,101222.5,101242.0,3.16778701,321075.379553772,321075.379553772,1
2025-11-06 17:40:00,101231.1,101362.0,101155.0,101297.9,0.70525695,71419.190187394,71419.190187394,1
2025-11-06 17:45:00,101309.6,101733.3,101309.6,101624.0,1.73718026,176479.270851524,176479.270851524,1
2025-11-06 17:50:00,101664.7,101938.2,101645.1,101829.2,4.52531579,460868.835781914,460868.835781914,1
2025-11-06 17:55:00,101817.1,101868.8,101645.3,101762.8,0.79455553,80828.727062833,80828.727062833,1
2025-11-06 18:00:00,101748.0,101748.0,101435.7,101455.8,0.52360552,53166.817657695,53166.817657695,1
2025-11-06 18:05:00,101459.1,101520.4,101250.2,101250.2,0.99585014,100965.458996855,100965.458996855,1
2025-11-06 18:10:00,101267.2,101348.4,101250.0,101346.1,0.82952401,84026.302188536,84026.302188536,1
2025-11-06 18:15:00,101350.0,101360.2,100876.1,100966.2,1.91107648,193079.420462541,193079.420462541,1
2025-11-06 18:20:00,100965.6,101274.3,100965.6,101258.8,1.74883528,176855.46326317,176855.46326317,1
2025-11-06 18:25:00,101274.4,101489.2,101274.4,101333.0,1.87966543,190521.415297271,190521.415297271,1
2025-11-06 18:30:00,101322.0,101612.8,101292.6,101524.5,1.9066778,193472.768291304,193472.768291304,1
2025-11-06 18:35:00,101536.0,101758.0,101536.0,101725.4,1.78963577,181940.554591692,181940.554591692,1
2025-11-06 18:40:00,101744.6,101791.2,101594.3,101637.0,3.04671929,309884.36647734,309884.36647734,1
2025-11-06 18:45:00,101622.5,102292.5,101608.6,102249.6,4.5782633,466634.52601659,466634.52601659,1
2025-11-06 18:50:00,102249.8,102284.6,101940.5,101990.9,2.03599946,207836.161746322,207836.161746322,1
2025-11-06 18:55:00,102000.1,102028.4,101692.8,101705.3,1.24668738,126941.910912213,126941.910912213,1
2025-11-06 19:00:00,101682.7,101750.0,101544.1,101676.6,2.24348172,228107.841378217,228107.841378217,1
2025-11-06 19:05:00,101663.7,101867.3,101653.5,101803.9,1.30390603,132713.41046453,132713.41046453,1
2025-11-06 19:10:00,101823.0,101909.4,101718.1,101909.4,1.67231623,170212.569648328,170212.569648328,1
2025-11-06 19:15:00,101928.6,101963.3,101735.2,101833.4,1.43366898,146020.498940872,146020.498940872,1
2025-11-06 19:20:00,101833.5,101834.6,101709.4,101709.4,0.45003109,45791.314634471,45791.314634471,1
2025-11-06 19:25:00,101695.2,101865.0,101612.7,101787.8,1.11505711,113439.036076885,113439.036076885,1
2025-11-06 19:30:00,101793.5,101793.5,101618.6,101641.6,0.49258663,50099.039631109,50099.039631109,1
2025-11-06 19:35:00,101658.1,101851.7,101576.1,101576.1,1.19775752,121870.396143466,121870.396143466,1
2025-11-06 19:40:00,101561.7,101561.7,101224.9,101448.1,1.88823969,191378.939259112,191378.939259112,1
2025-11-06 19:45:00,101434.8,101477.0,101164.0,101255.7,1.45330315,147283.010036766,147283.010036766,1
2025-11-06 19:50:00,101235.7,101347.3,101176.2,101313.0,0.52903627,53567.09457861,53567.09457861,1
2025-11-06 19:55:00,101280.5,101551.6,101229.1,101351.4,0.35626713,36117.334205527,36117.334205527,1
2025-11-06 20:00:00,101378.2,101545.4,101378.2,101510.5,0.40287017,40885.072208496,40885.072208496,1
2025-11-06 20:05:00,101519.0,101605.3,101350.7,101377.7,1.23678442,125529.48555874,125529.48555874,1
2025-11-06 20:10:00,101398.6,101572.0,101284.3,101284.3,0.69666205,70661.229666499,70661.229666499,1
2025-11-06 20:15:00,101282.2,101316.7,101083.3,101149.9,0.83550392,84546.628893144,84546.628893144,1
2025-11-06 20:20:00,101121.6,101337.3,101069.7,101310.0,0.7126297,72124.350166541,72124.350166541,1
2025-11-06 20:25:00,101341.3,101415.4,101010.9,101036.6,0.66662559,67434.106170127,67434.106170127,1
2025-11-06 20:30:00,101041.6,101084.4,100837.9,101082.1,3.02441836,305264.679653505,305264.679653505,1
2025-11-06 20:35:00,101093.5,101133.3,100896.4,100896.4,2.00672247,202780.356605013,202780.356605013,1
2025-11-06 20:40:00,100878.5,100908.9,100615.5,100734.8,1.48932157,150034.717731265,150034.717731265,1
2025-11-06 20:45:00,100745.8,100865.7,100684.8,100837.5,0.82845797,83495.671446987,83495.671446987,1
2025-11-06 20:50:00,100818.3,100965.4,100793.3,100868.2,1.33651669,134839.25957428,134839.25957428,1
2025-11-06 20:55:00,100878.3,101063.0,100809.0,100876.1,6.80961389,687783.540534656,687783.540534656,1
2025-11-06 21:00:00,100864.9,100970.2,100684.6,100735.5,1.64040714,165431.047308462,165431.047308462,1
2025-11-06 21:05:00,100677.9,100837.6,100579.1,100787.1,1.09918881,110694.28248784,110694.28248784,1
2025-11-06 21:10:00,100797.5,100847.7,100567.7,100570.1,3.83650098,386406.629486422,386406.629486422,1
2025-11-06 21:15:00,100598.0,100674.4,100506.4,100644.4,1.74960206,175964.357132574,175964.357132574,1
2025-11-06 21:20:00,100615.4,100665.9,100562.1,100665.9,0.79967211,80462.391386328,80462.391386328,1
2025-11-06 21:25:00,100633.2,100875.7,100562.1,100852.8,1.26334049,127331.064845504,127331.064845504,1
2025-11-06 21:30:00,100807.4,100882.8,100796.8,100849.1,0.43146277,43497.729922412,43497.729922412,1
2025-11-06 21:35:00,100893.7,100916.5,100812.9,100899.8,0.67957604,68555.682704242,68555.682704242,1
2025-11-06 21:40:00,100887.0,101118.1,100881.5,100988.3,1.47128855,148610.100934339,148610.100934339,1
2025-11-06 21:45:00,100961.5,100975.7,100834.3,100834.3,0.18123986,18287.693768878,18287.693768878,1
2025-11-06 21:50:00,100789.7,101185.4,100745.5,101143.6,1.93562421,195503.101119097,195503.101119097,1
2025-11-06 21:55:00,101189.9,101189.9,101041.6,101082.3,1.00684314,101780.210023398,101780.210023398,1
2025-11-06 22:00:00,101064.1,101278.8,101045.6,101272.6,0.20017611,20241.630508806,20241.630508806,1
2025-11-06 22:05:00,101285.7,101340.4,101223.4,101223.4,0.97381691,98631.564034286,98631.564034286,1
2025-11-06 22:10:00,101208.9,101208.9,100967.4,100967.4,0.98476339,99577.984881176,99577.984881176,1
2025-11-06 22:15:00,100981.8,101144.7,100981.4,101131.6,0.10562833,10677.285418921,10677.285418921,1
2025-11-06 22:20:00,101141.9,101285.7,101111.1,101266.0,0.19170363,19401.414254966,19401.414254966,1
2025-11-06 22:25:00,101240.8,101240.8,101009.7,101082.4,2.37295485,239941.736962671,239941.736962671,1
2025-11-06 22:30:00,101094.4,101255.7,101068.7,101236.1,1.74856795,176877.916289886,176877.916289886,1
2025-11-06 22:35:00,101186.2,101190.7,101046.2,101092.7,1.91983058,194130.130182904,194130.130182904,1
2025-11-06 22:40:00,101103.4,101154.7,101075.6,101154.7,0.52480065,53061.513188066,53061.513188066,1
2025-11-06 22:45:00,101171.9,101263.4,101095.9,101263.4,0.71246902,72090.933872921,72090.933872921,1
2025-11-06 22:50:00,101251.5,101344.8,101240.3,101306.7,0.48882896,49514.916354129,49514.916354129,1
2025-11-06 22:55:00,101334.4,101446.9,101331.0,101356.1,1.52459859,154552.232891256,154552.232891256,1
2025-11-06 23:00:00,101368.7,101368.7,101191.3,101194.0,3.55556325,359901.102719653,359901.102719653,1
2025-11-06 23:05:00,101241.7,101310.4,101125.0,101199.4,2.72771534,276076.999675473,276076.999675473,1
2025-11-06 23:10:00,101224.0,101428.4,101224.0,101418.1,0.33327016,33788.258447208,33788.258447208,1
2025-11-06 23:15:00,101362.0,101371.5,101196.3,101204.3,0.39969433,40470.759328085,40470.759328085,1
2025-11-06 23:20:00,101232.8,101388.0,101093.7,101388.0,2.72017317,275195.054428242,275195.054428242,1
2025-11-06 23:25:00,101391.3,101492.0,101266.6,101323.0,2.56549402,260154.867133728,260154.867133728,1
2025-11-06 23:30:00,101322.2,101322.2,101118.8,101262.4,2.12999803,215510.527207617,215510.527207617,1
2025-11-06 23:35:00,101196.1,101288.9,101107.1,101107.1,1.70720124,172752.21009848,172752.21009848,1
2025-11-06 23:40:00,101147.9,101216.0,101138.5,101165.5,0.36034338,36456.377848256,36456.377848256,1
2025-11-06 23:45:00,101202.7,101287.8,101202.7,101252.9,0.13602259,13771.417285359,13771.417285359,1
2025-11-06 23:50:00,101241.0,101344.9,101234.0,101344.9,0.60476749,61239.075328868,61239.075328868,1
2025-11-06 23:55:00,101345.1,101359.9,101278.0,101290.0,1.03583298,104950.349469143,104950.349469143,1
2025-11-07 00:00:00,101318.0,101525.8,101255.6,101461.7,0.92867531,94160.422578136,94160.422578136,1
2025-11-07 00:05:00,101496.0,101602.0,101465.2,101465.2,0.4255011,43204.984787337,43204.984787337,1
2025-11-07 00:10:00,101446.1,101494.1,101180.1,101318.9,0.42321531,42878.904779695,42878.904779695,1
2025-11-07 00:15:00,101350.3,101466.9,101011.0,101026.1,0.5817072,58933.515617498,58933.515617498,1
2025-11-07 00:20:00,101007.2,101057.7,100940.9,101004.4,0.39338232,39737.039719489,39737.039719489,1
2025-11-07 00:25:00,100947.0,100947.0,100725.0,100924.7,0.83773059,84489.000587742,84489.000587742,1
2025-11-07 00:30:00,100863.0,101189.3,100763.0,101189.3,1.28230641,129427.721792869,129427.721792869,1
2025-11-07 00:35:00,101240.0,101405.4,101173.0,101247.6,0.77524874,78540.734257458,78540.734257458,1
2025-11-07 00:40:00,101247.6,101325.9,101219.3,101325.9,0.04483281,4541.275880632,4541.275880632,1
2025-11-07 00:45:00,101318.0,101537.7,101298.0,101537.0,0.86807241,88008.330789053,88008.330789053,1
2025-11-07 00:50:00,101500.9,101612.9,101421.1,101518.3,2.77095837,281407.959144282,281407.959144282,1
2025-11-07 00:55:00,101456.0,101539.4,101304.4,101424.1,2.23203014,226438.852799834,226438.852799834,1
2025-11-07 01:00:00,101447.0,101539.6,101403.2,101509.2,0.35452589,35975.010084942,35975.010084942,1
2025-11-07 01:05:00,101525.0,101525.0,101061.0,101061.0,3.92264588,397248.419148071,397248.419148071,1
2025-11-07 01:10:00,101022.1,101373.9,101016.9,101294.1,0.61939713,62688.682944151,62688.682944151,1
2025-11-07 01:15:00,101261.0,101559.0,101157.1,101527.3,4.44782368,450538.645952949,450538.645952949,1
2025-11-07 01:20:00,101526.0,101840.0,101416.1,101840.0,1.31150117,133342.462889704,133342.462889704,1
2025-11-07 01:25:00,101834.0,101834.0,101638.9,101638.9,0.61183192,62246.838744034,62246.838744034,1
2025-11-07 01:30:00,101630.1,101630.1,101091.0,101091.0,0.4888432,49583.842646746,49583.842646746,1
2025-11-07 01:35:00,101088.1,101220.7,100861.0,101220.7,0.82318645,83158.750389461,83158.750389461,1
2025-11-07 01:40:00,101185.0,101185.0,101037.0,101094.8,0.33623741,33978.459071924,33978.459071924,1
2025-11-07 01:45:00,100975.9,101243.0,100946.7,101019.9,2.49198466,252125.540407119,252125.540407119,1
2025-11-07 01:50:00,100971.2,101177.0,100971.2,101162.5,2.44952748,247497.837513043,247497.837513043,1
2025-11-07 01:55:00,101165.1,101545.0,101153.1,101521.5,2.38365407,241560.934619368,241560.934619368,1
2025-11-07 02:00:00,101535.8,101583.1,101422.5,101443.0,0.97734215,99170.108233233,99170.108233233,1
2025-11-07 02:05:00,101419.9,101573.9,101410.3,101531.3,0.69787322,70846.48079501,70846.48079501,1
2025-11-07 02:10:00,101564.0,101603.2,101506.0,101543.1,1.20408759,122264.090539258,122264.090539258,1
2025-11-07 02:15:00,101577.3,101656.3,101471.4,101583.7,0.35333513,35892.946466,35892.946466,1
2025-11-07 02:20:00,101574.9,101590.9,101263.1,101411.0,1.85228253,187844.013860408,187844.013860408,1
2025-11-07 02:25:00,101411.0,101427.3,101220.0,101220.1,0.58096865,58867.300548893,58867.300548893,1
2025-11-07 02:30:00,101220.0,101489.2,101220.0,101482.0,0.18573206,18825.537252698,18825.537252698,1
2025-11-07 02:35:00,101468.5,101559.1,101444.0,101547.0,0.26107554,26496.919417544,26496.919417544,1
2025-11-07 02:40:00,101559.0,101580.9,101468.0,101536.1,1.13584969,115323.987361834,115323.987361834,1
2025-11-07 02:45:00,101532.4,101616.5,101502.2,101572.0,0.51430191,52238.38628798,52238.38628798,1
2025-11-07 02:50:00,101552.9,101818.2,101552.9,101797.4,1.64294357,167038.505480768,167038.505480768,1
2025-11-07 02:55:00,101825.3,101888.9,101699.2,101873.5,2.68921438,273813.004372133,273813.004372133,1
2025-11-07 03:00:00,101854.3,102162.0,101854.3,102162.0,2.56226279,261412.173647193,261412.173647193,1
2025-11-07 03:05:00,102162.0,102278.5,102131.5,102262.1,2.44365938,249826.287567728,249826.287567728,1
2025-11-07 03:10:00,102256.6,102328.6,102201.8,102292.3,3.89619238,398364.566340845,398364.566340845,1
2025-11-07 03:15:00,102262.8,102271.5,102153.9,102271.5,1.27665586,130476.559243833,130476.559243833,1
2025-11-07 03:20:00,102271.7,102289.6,102090.4,102202.9,0.78751349,80495.641912753,80495.641912753,1
2025-11-07 03:25:00,102189.9,102303.5,102151.3,102247.2,0.79738983,81506.314521821,81506.314521821,1
2025-11-07 03:30:00,102216.3,102237.7,102096.3,102118.1,0.61559071,62889.520668449,62889.520668449,1
2025-11-07 03:35:00,102146.1,102212.1,102083.7,102114.7,0.46849759,47857.622530256,47857.622530256,1
2025-11-07 03:40:00,102094.0,102116.5,102058.0,102116.5,0.24178944,24682.181349945,24682.181349945,1
2025-11-07 03:45:00,102084.0,102084.0,101968.6,102031.5,0.7465225,76169.11717439,76169.11717439,1
2025-11-07 03:50:00,102021.5,102021.5,101839.0,101871.8,3.32123274,338476.218178323,338476.218178323,1
2025-11-07 03:55:00,101909.1,101967.7,101889.9,101899.7,0.80292786,81834.957815658,81834.957815658,1
2025-11-07 04:00:00,101918.7,101936.1,101807.5,101827.9,1.24751478,127067.140320669,127067.140320669,1
2025-11-07 04:05:00,101846.5,101858.1,101574.7,101576.4,3.22720963,328192.692115,328192.692115,1
2025-11-07 04:10:00,101556.1,101622.5,101555.7,101555.7,1.21197322,123106.583282686,123106.583282686,1
2025-11-07 04:15:00,101561.4,101832.7,101561.4,101813.5,0.93718046,95291.019284485,95291.019284485,1
2025-11-07 04:20:00,101799.4,102019.3,101795.0,101960.1,0.55486637,56563.606380485,56563.606380485,1
2025-11-07 04:25:00,101962.2,102040.7,101920.7,101952.9,0.80838905,82450.135192134,82450.135192134,1
2025-11-07 04:30:00,101941.3,101941.3,101759.7,101759.7,0.20663911,21050.997613881,21050.997613881,1
2025-11-07 04:35:00,101766.4,101817.2,101695.0,101695.0,1.17386175,119467.272030092,119467.272030092,1
2025-11-07 04:40:00,101706.1,101856.1,101692.8,101795.9,1.02275751,104135.984305641,104135.984305641,1
2025-11-07 04:45:00,101795.9,101816.4,101737.0,101778.9,0.65247446,66411.61641526,66411.61641526,1
2025-11-07 04:50:00,101767.4,101859.0,101767.4,101795.4,0.64895018,66074.355637273,66074.355637273,1
2025-11-07 04:55:00,101812.0,102031.9,101812.0,101974.7,3.66123842,373279.464847301,373279.464847301,1
2025-11-07 05:00:00,101988.7,102144.0,101988.7,102128.9,0.73046085,74531.200748701,74531.200748701,1
2025-11-07 05:05:00,102153.0,102447.0,102147.9,102438.5,0.96602865,98853.590991887,98853.590991887,1
2025-11-07 05:10:00,102441.7,102486.3,102270.1,102391.6,3.1713378,324701.914225945,324701.914225945,1
2025-11-07 05:15:00,102407.9,102427.2,102269.6,102402.2,1.77394872,181515.567056271,181515.567056271,1
2025-11-07 05:20:00,102351.6,102351.6,102236.3,102327.3,6.58923418,673986.754728297,673986.754728297,1
2025-11-07 05:25:00,102355.1,102384.4,102248.1,102375.2,4.23388409,433139.040316523,433139.040316523,1
2025-11-07 05:30:00,102378.1,102378.1,102257.3,102287.6,0.85305901,87270.231079246,87270.231079246,1
2025-11-07 05:35:00,102315.0,102326.1,102248.0,102299.6,1.62161647,165864.665072578,165864.665072578,1
2025-11-07 05:40:00,102305.1,102331.8,102277.9,102309.5,0.61134548,62546.527156431,62546.527156431,1
2025-11-07 05:45:00,102282.7,102303.3,102229.9,102258.9,0.73431964,75095.663421213,75095.663421213,1
2025-11-07 05:50:00,102270.7,102455.6,102270.7,102379.5,0.93589291,95819.01815814,95819.01815814,1
2025-11-07 05:55:00,102369.4,102420.2,102322.8,102410.1,3.39753424,347849.867190031,347849.867190031,1
2025-11-07 06:00:00,102424.4,102471.2,102289.5,102289.5,1.01437681,103855.978921475,103855.978921475,1
2025-11-07 06:05:00,102315.1,102337.9,102268.5,102275.9,0.33849337,34625.598859562,34625.598859562,1
2025-11-07 06:10:00,102268.5,102389.8,102251.5,102306.9,1.21312148,124123.922869156,124123.922869156,1
2025-11-07 06:15:00,102306.8,102316.4,102254.2,102316.4,0.32182211,32915.669336879,32915.669336879,1
2025-11-07 06:20:00,102335.7,102446.3,102335.7,102379.0,1.33976882,137199.154301504,137199.154301504,1
2025-11-07 06:25:00,102389.5,102389.5,102228.7,102228.7,0.87151117,89161.754702234,89161.754702234,1
2025-11-07 06:30:00,102210.3,102210.3,102072.3,102083.7,0.89555607,91441.014792619,91441.014792619,1
2025-11-07 06:35:00,102079.0,102079.0,102020.7,102026.7,0.77799825,79397.011183639,79397.011183639,1
2025-11-07 06:40:00,102026.3,102066.1,102026.3,102045.6,1.03430915,105548.287337594,105548.287337594,1
2025-11-07 06:45:00,102048.8,102048.8,101991.7,102004.3,0.30003458,30606.832434537,30606.832434537,1
2025-11-07 06:50:00,101995.5,102000.3,101884.0,101884.0,0.76913798,78419.214866014,78419.214866014,1
2025-11-07 06:55:00,101896.5,101901.4,101791.4,101791.4,0.49112922,50028.301186072,50028.301186072,1
2025-11-07 07:00:00,101805.3,101957.1,101805.3,101828.8,0.89872423,91551.493823881,91551.493823881,1
2025-11-07 07:05:00,101828.4,101952.4,101785.7,101929.5,0.49121081,50029.990148951,50029.990148951,1
2025-11-07 07:10:00,101932.5,101932.5,101823.0,101823.0,0.50737125,51696.076381946,51696.076381946,1
2025-11-07 07:15:00,101810.6,101974.3,101810.6,101898.2,1.67396427,170582.274369072,170582.274369072,1
2025-11-07 07:20:00,101905.9,101975.0,101744.8,101782.9,1.26764994,129174.319548206,129174.319548206,1
2025-11-07 07:25:00,101733.3,101827.3,101665.8,101818.4,0.75900329,77231.259902118,77231.259902118,1
2025-11-07 07:30:00,101816.5,101838.9,101600.0,101663.1,1.81848152,184995.656085178,184995.656085178,1
2025-11-07 07:35:00,101606.4,101760.9,101606.4,101741.7,0.99254838,100947.341433065,100947.341433065,1
2025-11-07 07:40:00,101754.1,101782.6,101710.7,101782.6,0.84157177,85627.677792603,85627.677792603,1
2025-11-07 07:45:00,101800.1,101916.8,101780.5,101906.2,2.39365621,243787.135319728,243787.135319728,1
2025-11-07 07:50:00,101920.7,101968.4,101920.7,101968.4,0.18328462,18686.879184651,18686.879184651,1
2025-11-07 07:55:00,101957.0,101991.9,101922.1,101983.7,0.2407613,24548.235197073,24548.235197073,1
2025-11-07 08:00:00,101992.1,102011.3,101883.5,101890.1,0.9765087,99540.197810393,99540.197810393,1
2025-11-07 08:05:00,101910.3,101946.7,101885.5,101885.5,0.19502339,19874.053286195,19874.053286195,1
2025-11-07 08:10:00,101866.3,101902.4,101810.9,101893.7,0.50329632,51271.180815134,51271.180815134,1
2025-11-07 08:15:00,101912.9,101929.4,101821.0,101821.0,1.17735681,119936.090900296,119936.090900296,1
2025-11-07 08:20:00,101838.5,101838.5,101677.0,101806.1,1.61514701,164364.083481723,164364.083481723,1
2025-11-07 08:25:00,101810.4,101866.5,101779.1,101789.9,0.26976224,27469.987861854,27469.987861854,1
2025-11-07 08:30:00,101770.7,101780.3,101645.5,101645.5,0.64738105,65865.03394292,65865.03394292,1
2025-11-07 08:35:00,101639.7,101664.1,101490.1,101534.8,0.88937272,90335.338885414,90335.338885414,1
2025-11-07 08:40:00,101529.5,101598.0,101483.0,101586.1,1.45956238,148247.723332537,148247.723332537,1
2025-11-07 08:45:00,101561.3,101561.3,101476.4,101477.4,0.25427063,25807.741131757,25807.741131757,1
2025-11-07 08:50:00,101466.0,101512.8,101401.1,101508.0,0.94804918,96183.422189312,96183.422189312,1
2025-11-07 08:55:00,101482.3,101484.8,101430.6,101470.2,0.67777995,68774.67356223,68774.67356223,1
2025-11-07 09:00:00,101475.5,101475.5,101249.9,101320.2,1.35594207,137417.041388353,137417.041388353,1
2025-11-07 09:05:00,101332.6,101349.7,101195.3,101199.0,0.3142593,31820.912378599,31820.912378599,1
2025-11-07 09:10:00,101210.7,101370.3,101210.7,101335.6,1.48880749,150763.749028656,150763.749028656,1
2025-11-07 09:15:00,101326.3,101395.9,101306.7,101395.9,0.07927825,8037.327711154,8037.327711154,1
2025-11-07 09:20:00,101359.1,101440.7,101052.4,101052.4,3.8376815,388620.574983775,388620.574983775,1
2025-11-07 09:25:00,101035.9,101072.4,100947.6,100982.6,3.03087168,306120.545003262,306120.545003262,1
2025-11-07 09:30:00,100941.1,101092.8,100908.9,100908.9,1.32523806,133880.91500124,133880.91500124,1
2025-11-07 09:35:00,100905.0,100943.6,100856.4,100874.6,0.92864376,93698.840584288,93698.840584288,1
2025-11-07 09:40:00,100878.3,100934.9,100816.8,100914.5,2.09630958,211464.820890496,211464.820890496,1
2025-11-07 09:45:00,100901.0,100972.1,100901.0,100925.9,0.38156171,38514.066632237,38514.066632237,1
2025-11-07 09:50:00,100937.0,100988.2,100741.6,100793.4,7.08323268,714344.67003821,714344.67003821,1
2025-11-07 09:55:00,100820.2,101000.8,100820.2,100974.1,0.85187609,85950.15998544,85950.15998544,1
2025-11-07 10:00:00,100968.4,101198.6,100911.3,101198.6,1.32713897,134110.78651779,134110.78651779,1
2025-11-07 10:05:00,101182.9,101200.4,101005.5,101014.8,1.08019031,109261.634065069,109261.634065069,1
2025-11-07 10:10:00,101010.9,101010.9,100936.5,100936.5,0.1169107,11805.505849208,11805.505849208,1
2025-11-07 10:15:00,100933.9,100933.9,100667.9,100794.7,1.26915474,127876.505722781,127876.505722781,1
2025-11-07 10:20:00,100784.2,100852.1,100630.0,100630.0,0.68554014,69074.925290502,69074.925290502,1
2025-11-07 10:25:00,100640.4,100741.4,100606.6,100662.8,0.84498236,85077.060455037,85077.060455037,1
2025-11-07 10:30:00,100632.7,100680.0,100576.1,100673.3,0.81162342,81662.850854659,81662.850854659,1
2025-11-07 10:35:00,100676.1,100782.9,100676.1,100774.2,1.34101483,135099.065865968,135099.065865968,1
2025-11-07 10:40:00,100793.2,100926.7,100737.1,100922.5,0.50752923,51171.51886653,51171.51886653,1
2025-11-07 10:45:00,100896.0,100905.2,100733.6,100733.6,0.802736,80903.235689458,80903.235689458,1
2025-11-07 10:50:00,100714.6,100714.6,100551.8,100655.0,0.54883847,55237.155074501,55237.155074501,1
2025-11-07 10:55:00,100634.0,100774.9,100634.0,100774.9,0.80538336,81091.544188775,81091.544188775,1
2025-11-07 11:00:00,100722.2,100750.2,100425.7,100479.1,1.35448702,136161.502233143,136161.502233143,1
2025-11-07 11:05:00,100543.2,100543.2,100395.4,100395.4,0.64321635,64612.214768855,64612.214768855,1
2025-11-07 11:10:00,100383.5,100403.0,100080.9,100097.4,2.31967091,232481.782083856,232481.782083856,1
2025-11-07 11:15:00,100064.2,100267.8,99900.0,100091.1,3.47318141,347437.02193084,347437.02193084,1
2025-11-07 11:20:00,100112.1,100166.8,99986.9,100000.9,2.17555379,217662.620611542,217662.620611542,1
2025-11-07 11:25:00,100002.1,100127.0,99769.0,99856.8,4.71045605,470851.39279153,470851.39279153,1
2025-11-07 11:30:00,99874.0,100106.3,99850.0,99955.0,6.55626182,655497.254689926,655497.254689926,1
